[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23283398175642755] ((4.3472226219956354e-2) + (((0.10821376007481529) * (((x[:,1])**(1)))) + (((0.21389604783251465) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((9.945488415377934e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8036561031707496e-2) * (np.sin((x[:,1])**(2)))) + (((-4.795980943543071e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-4.795980943543005e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.2328339817564275] ((4.347222621995633e-2) + (((0.10821376007481548) * (((x[:,1])**(1)))) + (((0.21389604783251442) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((9.94548841537792e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8036561031707545e-2) * (np.sin((x[:,1])**(2)))) + ((-9.591961887086076e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))
[0.31342099073393387] ((0.11761156087498766) + (((0.31830122697089247) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1637162849558461e-5) * (np.exp((x[:,0])**(2)))) + (((8.745123683482398e-2) * (np.sin((x[:,0])**(2)))) + (((-5.9544058951312095e-2) * (np.sin((x[:,1])**(2)))) + (((-6.377352102007433e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-6.377352102007397e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23129240982809174] ((3.547272630466486e-2) + (((0.11674659566062787) * (((x[:,1])**(1)))) + (((0.2129506713688254) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((-9.325104294762616e-6) * (np.exp((x[:,1])**(2)))) + (((9.839707339318594e-2) * (np.sin((x[:,0])**(2)))) + (((-4.106079965013683e-2) * (np.sin((x[:,1])**(2)))) + ((-9.58097157532275e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.2328339817564275] ((4.347222621995633e-2) + (((0.10821376007481548) * (((x[:,1])**(1)))) + (((0.21389604783251442) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((9.94548841537792e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8036561031707545e-2) * (np.sin((x[:,1])**(2)))) + ((-9.591961887086076e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))
[0.26177517678002254] ((5.542522137515749e-2) + (((0.10618138910780474) * (((x[:,1])**(1)))) + (((0.25534979450495476) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.88929799471903e-5) * (np.exp((x[:,0])**(2)))) + (((1.889297992650159e-5) * (np.exp((x[:,0])**(2)))) + (((-4.3935052276603694e-2) * (np.sin((x[:,1])**(2)))) + ((-0.11770194100550857) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.2831960440767245] ((7.423513730369076e-2) + (((0.10644433915655914) * (((x[:,1])**(1)))) + (((0.21486635767002266) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((5.72762670168211e-4) * (np.exp((x[:,0])**(1)))) + (((-4.171314872073198e-2) * (np.sin((x[:,1])**(2)))) + (((-4.923913690287329e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-4.923913690287303e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.36653507787249123] ((6.341009016721591e-2) + (((-6.993217499977663e-4) * (np.exp((x[:,1])**(1)))) + (((0.18762870823239425) * (((x[:,1])**(1)))) + (((-3.7163225508475307e-5) * (np.exp((x[:,0])**(2)))) + (((0.12745363522112244) * (np.sin((x[:,0])**(2)))) + (((-5.359108264814655e-2) * (np.sin((x[:,1])**(2)))) + ((-1.8164868452353086e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.25062682610420306] ((2.3768105343269168e-2) + (((0.11355823414777758) * (((x[:,1])**(1)))) + (((0.230068158895454) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1345784655382919e-5) * (np.exp((x[:,0])**(2)))) + (((8.751749826039956e-2) * (np.sin((x[:,0])**(2)))) + ((-0.10382554248414494) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))
