"Id((62.30983111480863) + ((62.30983111480863) * (Id(((x1)^(0)) * ((x4)^(0))))))","[[62.30983111480863,62.30983111480863]]","((62.30983111480863) + ((62.30983111480863) * ((((x[:,1])**(0)) * ((x[:,4])**(0))))))"
"Id(124.61966222961726)","[[124.61966222961726]]","(124.61966222961726)"
"Id(124.61966222961726)","[[124.61966222961726]]","(124.61966222961726)"
"Id(124.61966222961726)","[[124.61966222961726]]","(124.61966222961726)"
"Id((-2.971997970644454e8) + (((0.3986668654064049) * (Sin((((x3)^(0)) * ((x0)^(1))) * ((x4)^(0))))) + (((2.779362216404735e-2) * (Id((((x0)^(0)) * ((x2)^(0))) * ((x3)^(1))))) + (((-107.92781980391784) * (Sin(((((x3)^(0)) * ((x2)^(-1))) * ((x0)^(-1))) * ((x1)^(0))))) + (((-2.971998047660615e8) * (Id((((x0)^(0)) * ((x1)^(0))) * ((x3)^(0))))) + (((249272.73394024512) * (Cos((((x2)^(1)) * ((x1)^(0))) * ((x3)^(-1))))) + (((2742.4860472264063) * (Exp(((x3)^(0)) * ((x0)^(-1))))) + (((-9.856714671845558e-4) * (Id(((x2)^(0)) * ((x0)^(1))))) + (((-10.01329076750198) * (Tanh((((((x2)^(0)) * ((x1)^(1))) * ((x4)^(1))) * ((x3)^(0))) * ((x0)^(0))))) + (((5.946043850440599) * (Cos((((x0)^(0)) * ((x2)^(1))) * ((x1)^(1))))) + ((5.941477105858389e8) * (Cos((((x1)^(0)) * ((x0)^(-1))) * ((x3)^(-1)))))))))))))))","[[-2.971997970644454e8,0.3986668654064049,2.779362216404735e-2,-107.92781980391784,-2.971998047660615e8,249272.73394024512,2742.4860472264063,-9.856714671845558e-4,-10.01329076750198,5.946043850440599,5.941477105858389e8]]","((-2.971997970644454e8) + (((0.3986668654064049) * (np.sin((((x[:,3])**(0)) * ((x[:,0])**(1))) * ((x[:,4])**(0))))) + (((2.779362216404735e-2) * (((((x[:,0])**(0)) * ((x[:,2])**(0))) * ((x[:,3])**(1))))) + (((-107.92781980391784) * (np.sin(((((x[:,3])**(0)) * ((x[:,2])**(-1))) * ((x[:,0])**(-1))) * ((x[:,1])**(0))))) + (((-2.971998047660615e8) * (((((x[:,0])**(0)) * ((x[:,1])**(0))) * ((x[:,3])**(0))))) + (((249272.73394024512) * (np.cos((((x[:,2])**(1)) * ((x[:,1])**(0))) * ((x[:,3])**(-1))))) + (((2742.4860472264063) * (np.exp(((x[:,3])**(0)) * ((x[:,0])**(-1))))) + (((-9.856714671845558e-4) * ((((x[:,2])**(0)) * ((x[:,0])**(1))))) + (((-10.01329076750198) * (np.tanh((((((x[:,2])**(0)) * ((x[:,1])**(1))) * ((x[:,4])**(1))) * ((x[:,3])**(0))) * ((x[:,0])**(0))))) + (((5.946043850440599) * (np.cos((((x[:,0])**(0)) * ((x[:,2])**(1))) * ((x[:,1])**(1))))) + ((5.941477105858389e8) * (np.cos((((x[:,1])**(0)) * ((x[:,0])**(-1))) * ((x[:,3])**(-1)))))))))))))))"
"Id(((14595.432803105099) + (((-82.70119123090569) * (Id((((((x2)^(0)) * ((x1)^(1))) * ((x3)^(-1))) * ((x4)^(-1))) * ((x0)^(-1))))) + (((-1.078413860304496e-3) * (Id((((x1)^(0)) * ((x0)^(1))) * ((x2)^(0))))) + (((-3754.2995765583946) * (Tanh((x4)^(1)))) + (((-31.244627390016728) * (Exp(((x2)^(1)) * ((x1)^(0))))) + (((-1458.7099216447716) * (Sin((((((x0)^(-1)) * ((x4)^(1))) * ((x1)^(0))) * ((x3)^(0))) * ((x2)^(-1))))) + (((-17805.413366070163) * (Cos((((((x3)^(-1)) * ((x2)^(1))) * ((x0)^(-1))) * ((x4)^(-1))) * ((x1)^(1))))) + (((3377.2228352712214) * (Exp((((x1)^(0)) * ((x4)^(1))) * ((x0)^(0))))) + ((1828.3692908432038) * (Id(((x0)^(-1)) * ((x4)^(0))))))))))))) / ((1.0) + (((-1.0042230930630905e-3) * (Sin((((((x1)^(1)) * ((x0)^(0))) * ((x4)^(0))) * ((x2)^(-1))) * ((x3)^(1))))) + (((-4.6490873525836633e-4) * (Cos((x0)^(1)))) + ((-7.43972965645108e-4) * (Cos(((((x3)^(-1)) * ((x0)^(1))) * ((x1)^(1))) * ((x4)^(0)))))))))","[[14595.432803105099,-82.70119123090569,-1.078413860304496e-3,-3754.2995765583946,-31.244627390016728,-1458.7099216447716,-17805.413366070163,3377.2228352712214,1828.3692908432038,-1.0042230930630905e-3,-4.6490873525836633e-4,-7.43972965645108e-4]]","(((14595.432803105099) + (((-82.70119123090569) * (((((((x[:,2])**(0)) * ((x[:,1])**(1))) * ((x[:,3])**(-1))) * ((x[:,4])**(-1))) * ((x[:,0])**(-1))))) + (((-1.078413860304496e-3) * (((((x[:,1])**(0)) * ((x[:,0])**(1))) * ((x[:,2])**(0))))) + (((-3754.2995765583946) * (np.tanh((x[:,4])**(1)))) + (((-31.244627390016728) * (np.exp(((x[:,2])**(1)) * ((x[:,1])**(0))))) + (((-1458.7099216447716) * (np.sin((((((x[:,0])**(-1)) * ((x[:,4])**(1))) * ((x[:,1])**(0))) * ((x[:,3])**(0))) * ((x[:,2])**(-1))))) + (((-17805.413366070163) * (np.cos((((((x[:,3])**(-1)) * ((x[:,2])**(1))) * ((x[:,0])**(-1))) * ((x[:,4])**(-1))) * ((x[:,1])**(1))))) + (((3377.2228352712214) * (np.exp((((x[:,1])**(0)) * ((x[:,4])**(1))) * ((x[:,0])**(0))))) + ((1828.3692908432038) * ((((x[:,0])**(-1)) * ((x[:,4])**(0))))))))))))) / ((1.0) + (((-1.0042230930630905e-3) * (np.sin((((((x[:,1])**(1)) * ((x[:,0])**(0))) * ((x[:,4])**(0))) * ((x[:,2])**(-1))) * ((x[:,3])**(1))))) + (((-4.6490873525836633e-4) * (np.cos((x[:,0])**(1)))) + ((-7.43972965645108e-4) * (np.cos(((((x[:,3])**(-1)) * ((x[:,0])**(1))) * ((x[:,1])**(1))) * ((x[:,4])**(0)))))))))"
"Id((128.4279180945123) / ((1.0) + (((-5.37432420209083e-3) * (Cos((((((x2)^(0)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(1))) * ((x4)^(-1))))) + (((2.960507161589712e-3) * (Id((((x3)^(-1)) * ((x2)^(1))) * ((x0)^(1))))) + (((-2.5856729071665252e-2) * (Sin((((x4)^(1)) * ((x2)^(1))) * ((x0)^(1))))) + (((1.7153272985329289) * (Id((((x2)^(0)) * ((x0)^(0))) * ((x4)^(1))))) + ((2.0324094120657832e-5) * (Sin(((((x1)^(1)) * ((x2)^(-1))) * ((x3)^(1))) * ((x4)^(-1)))))))))))","[[128.4279180945123,-5.37432420209083e-3,2.960507161589712e-3,-2.5856729071665252e-2,1.7153272985329289,2.0324094120657832e-5]]","((128.4279180945123) / ((1.0) + (((-5.37432420209083e-3) * (np.cos((((((x[:,2])**(0)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(1))) * ((x[:,4])**(-1))))) + (((2.960507161589712e-3) * (((((x[:,3])**(-1)) * ((x[:,2])**(1))) * ((x[:,0])**(1))))) + (((-2.5856729071665252e-2) * (np.sin((((x[:,4])**(1)) * ((x[:,2])**(1))) * ((x[:,0])**(1))))) + (((1.7153272985329289) * (((((x[:,2])**(0)) * ((x[:,0])**(0))) * ((x[:,4])**(1))))) + ((2.0324094120657832e-5) * (np.sin(((((x[:,1])**(1)) * ((x[:,2])**(-1))) * ((x[:,3])**(1))) * ((x[:,4])**(-1)))))))))))"
"Exp((-5590748.883473658) + (((0.1386588886043592) * (Tanh((((((x4)^(-1)) * ((x3)^(0))) * ((x1)^(0))) * ((x2)^(-1))) * ((x0)^(-1))))) + (((5583826.3128364) * (Cos(((x0)^(-1)) * ((x3)^(-1))))) + (((6927.405346583938) * (Cos((((((x2)^(-1)) * ((x4)^(0))) * ((x1)^(0))) * ((x3)^(-1))) * ((x0)^(-1))))) + (((-1.8063159895119266e-7) * (Id((((x2)^(-1)) * ((x4)^(-1))) * ((x1)^(1))))) + (((-0.8099610806612347) * (Tanh((((((x3)^(1)) * ((x1)^(1))) * ((x2)^(0))) * ((x0)^(1))) * ((x4)^(-1))))) + (((-0.10288515203851412) * (Exp((((((x3)^(1)) * ((x2)^(-1))) * ((x4)^(1))) * ((x0)^(-1))) * ((x1)^(0))))) + ((0.8239488922302687) * (Tanh((((((x4)^(-1)) * ((x1)^(1))) * ((x0)^(-1))) * ((x2)^(0))) * ((x3)^(1))))))))))))","[[-5590748.883473658,0.1386588886043592,5583826.3128364,6927.405346583938,-1.8063159895119266e-7,-0.8099610806612347,-0.10288515203851412,0.8239488922302687]]","np.exp((-5590748.883473658) + (((0.1386588886043592) * (np.tanh((((((x[:,4])**(-1)) * ((x[:,3])**(0))) * ((x[:,1])**(0))) * ((x[:,2])**(-1))) * ((x[:,0])**(-1))))) + (((5583826.3128364) * (np.cos(((x[:,0])**(-1)) * ((x[:,3])**(-1))))) + (((6927.405346583938) * (np.cos((((((x[:,2])**(-1)) * ((x[:,4])**(0))) * ((x[:,1])**(0))) * ((x[:,3])**(-1))) * ((x[:,0])**(-1))))) + (((-1.8063159895119266e-7) * (((((x[:,2])**(-1)) * ((x[:,4])**(-1))) * ((x[:,1])**(1))))) + (((-0.8099610806612347) * (np.tanh((((((x[:,3])**(1)) * ((x[:,1])**(1))) * ((x[:,2])**(0))) * ((x[:,0])**(1))) * ((x[:,4])**(-1))))) + (((-0.10288515203851412) * (np.exp((((((x[:,3])**(1)) * ((x[:,2])**(-1))) * ((x[:,4])**(1))) * ((x[:,0])**(-1))) * ((x[:,1])**(0))))) + ((0.8239488922302687) * (np.tanh((((((x[:,4])**(-1)) * ((x[:,1])**(1))) * ((x[:,0])**(-1))) * ((x[:,2])**(0))) * ((x[:,3])**(1))))))))))))"
"Id((608.0432664002833) + (((-0.8453858599775232) * (Id((((((x0)^(1)) * ((x1)^(0))) * ((x4)^(1))) * ((x3)^(0))) * ((x2)^(1))))) + (((102.22619665162952) * (Tanh((((x1)^(1)) * ((x0)^(-1))) * ((x3)^(0))))) + (((-652.3095519300598) * (Exp(((((x3)^(-1)) * ((x1)^(0))) * ((x2)^(1))) * ((x4)^(0))))) + (((-8.96927065877663) * (Tanh((((x0)^(0)) * ((x4)^(1))) * ((x1)^(1))))) + (((328.5271789037845) * (Cos((((((x2)^(0)) * ((x3)^(0))) * ((x4)^(0))) * ((x1)^(0))) * ((x0)^(0))))) + (((-3.4278430478166317) * (Cos((((x0)^(-1)) * ((x1)^(1))) * ((x3)^(1))))) + (((-136.21617382300997) * (Sin((((((x4)^(0)) * ((x0)^(-1))) * ((x1)^(0))) * ((x3)^(0))) * ((x2)^(-1))))) + ((1.0558814010969003e-3) * (Id(((x2)^(-1)) * ((x3)^(1)))))))))))))","[[608.0432664002833,-0.8453858599775232,102.22619665162952,-652.3095519300598,-8.96927065877663,328.5271789037845,-3.4278430478166317,-136.21617382300997,1.0558814010969003e-3]]","((608.0432664002833) + (((-0.8453858599775232) * (((((((x[:,0])**(1)) * ((x[:,1])**(0))) * ((x[:,4])**(1))) * ((x[:,3])**(0))) * ((x[:,2])**(1))))) + (((102.22619665162952) * (np.tanh((((x[:,1])**(1)) * ((x[:,0])**(-1))) * ((x[:,3])**(0))))) + (((-652.3095519300598) * (np.exp(((((x[:,3])**(-1)) * ((x[:,1])**(0))) * ((x[:,2])**(1))) * ((x[:,4])**(0))))) + (((-8.96927065877663) * (np.tanh((((x[:,0])**(0)) * ((x[:,4])**(1))) * ((x[:,1])**(1))))) + (((328.5271789037845) * (np.cos((((((x[:,2])**(0)) * ((x[:,3])**(0))) * ((x[:,4])**(0))) * ((x[:,1])**(0))) * ((x[:,0])**(0))))) + (((-3.4278430478166317) * (np.cos((((x[:,0])**(-1)) * ((x[:,1])**(1))) * ((x[:,3])**(1))))) + (((-136.21617382300997) * (np.sin((((((x[:,4])**(0)) * ((x[:,0])**(-1))) * ((x[:,1])**(0))) * ((x[:,3])**(0))) * ((x[:,2])**(-1))))) + ((1.0558814010969003e-3) * ((((x[:,2])**(-1)) * ((x[:,3])**(1)))))))))))))"
"Exp(((4.893105236856056) + (((11.6645460696365) * (Id((((((x1)^(1)) * ((x3)^(-1))) * ((x2)^(-1))) * ((x0)^(-1))) * ((x4)^(1))))) + (((-1.6306681097479392) * (Sin(((x4)^(0)) * ((x3)^(-1))))) + (((-9.143129846040288e-2) * (Id(((x2)^(1)) * ((x1)^(0))))) + ((-2049.6981640144686) * (Sin((((((x0)^(-1)) * ((x4)^(1))) * ((x2)^(-1))) * ((x3)^(-1))) * ((x1)^(0))))))))) / ((1.0) + (((1.7029328481384845e-3) * (Id((((((x3)^(0)) * ((x4)^(1))) * ((x0)^(1))) * ((x1)^(0))) * ((x2)^(1))))) + (((-54.32653861901828) * (Id((((x1)^(0)) * ((x3)^(-1))) * ((x0)^(-1))))) + ((-215.057190463762) * (Tanh((((((x2)^(0)) * ((x0)^(-1))) * ((x3)^(-1))) * ((x1)^(1))) * ((x4)^(1)))))))))","[[4.893105236856056,11.6645460696365,-1.6306681097479392,-9.143129846040288e-2,-2049.6981640144686,1.7029328481384845e-3,-54.32653861901828,-215.057190463762]]","np.exp(((4.893105236856056) + (((11.6645460696365) * (((((((x[:,1])**(1)) * ((x[:,3])**(-1))) * ((x[:,2])**(-1))) * ((x[:,0])**(-1))) * ((x[:,4])**(1))))) + (((-1.6306681097479392) * (np.sin(((x[:,4])**(0)) * ((x[:,3])**(-1))))) + (((-9.143129846040288e-2) * ((((x[:,2])**(1)) * ((x[:,1])**(0))))) + ((-2049.6981640144686) * (np.sin((((((x[:,0])**(-1)) * ((x[:,4])**(1))) * ((x[:,2])**(-1))) * ((x[:,3])**(-1))) * ((x[:,1])**(0))))))))) / ((1.0) + (((1.7029328481384845e-3) * (((((((x[:,3])**(0)) * ((x[:,4])**(1))) * ((x[:,0])**(1))) * ((x[:,1])**(0))) * ((x[:,2])**(1))))) + (((-54.32653861901828) * (((((x[:,1])**(0)) * ((x[:,3])**(-1))) * ((x[:,0])**(-1))))) + ((-215.057190463762) * (np.tanh((((((x[:,2])**(0)) * ((x[:,0])**(-1))) * ((x[:,3])**(-1))) * ((x[:,1])**(1))) * ((x[:,4])**(1)))))))))"
"Id((75.8253729675136) + (((-13889.39606694122) * (Sin((((x3)^(-1)) * ((x4)^(1))) * ((x0)^(0))))) + (((-6.940187006023707e-3) * (Id(((((x0)^(1)) * ((x2)^(1))) * ((x3)^(0))) * ((x1)^(0))))) + (((-0.452075799275633) * (Sin(((((x3)^(0)) * ((x4)^(0))) * ((x1)^(1))) * ((x2)^(1))))) + (((248.15479971933473) * (Sin((((x1)^(1)) * ((x4)^(1))) * ((x3)^(-1))))) + (((54.35506731637172) * (Tanh((x2)^(-1)))) + ((0.3077766902534873) * (Cos(((((x4)^(-1)) * ((x1)^(0))) * ((x2)^(0))) * ((x0)^(1)))))))))))","[[75.8253729675136,-13889.39606694122,-6.940187006023707e-3,-0.452075799275633,248.15479971933473,54.35506731637172,0.3077766902534873]]","((75.8253729675136) + (((-13889.39606694122) * (np.sin((((x[:,3])**(-1)) * ((x[:,4])**(1))) * ((x[:,0])**(0))))) + (((-6.940187006023707e-3) * ((((((x[:,0])**(1)) * ((x[:,2])**(1))) * ((x[:,3])**(0))) * ((x[:,1])**(0))))) + (((-0.452075799275633) * (np.sin(((((x[:,3])**(0)) * ((x[:,4])**(0))) * ((x[:,1])**(1))) * ((x[:,2])**(1))))) + (((248.15479971933473) * (np.sin((((x[:,1])**(1)) * ((x[:,4])**(1))) * ((x[:,3])**(-1))))) + (((54.35506731637172) * (np.tanh((x[:,2])**(-1)))) + ((0.3077766902534873) * (np.cos(((((x[:,4])**(-1)) * ((x[:,1])**(0))) * ((x[:,2])**(0))) * ((x[:,0])**(1)))))))))))"
"Id(((329.10661654390134) + ((-200.889513319039) * (Tanh(((((x2)^(-1)) * ((x4)^(-1))) * ((x0)^(-1))) * ((x3)^(1)))))) / ((1.0) + (((-2.3624594078315714e-3) * (Sin((((((x2)^(-1)) * ((x3)^(-1))) * ((x0)^(1))) * ((x1)^(0))) * ((x4)^(-1))))) + ((0.5832444649832151) * (Id(((((x3)^(-1)) * ((x2)^(1))) * ((x0)^(1))) * ((x4)^(1))))))))","[[329.10661654390134,-200.889513319039,-2.3624594078315714e-3,0.5832444649832151]]","(((329.10661654390134) + ((-200.889513319039) * (np.tanh(((((x[:,2])**(-1)) * ((x[:,4])**(-1))) * ((x[:,0])**(-1))) * ((x[:,3])**(1)))))) / ((1.0) + (((-2.3624594078315714e-3) * (np.sin((((((x[:,2])**(-1)) * ((x[:,3])**(-1))) * ((x[:,0])**(1))) * ((x[:,1])**(0))) * ((x[:,4])**(-1))))) + ((0.5832444649832151) * ((((((x[:,3])**(-1)) * ((x[:,2])**(1))) * ((x[:,0])**(1))) * ((x[:,4])**(1))))))))"
"Exp(((-42.43979120569801) + (((-5.95295050385615e-4) * (Id(((x4)^(1)) * ((x0)^(1))))) + (((1.8402791436133992e-3) * (Sin((x2)^(1)))) + (((-33.60872184321) * (Id((((x2)^(-1)) * ((x0)^(-1))) * ((x3)^(-1))))) + (((47.235499344733164) * (Cos((x3)^(-1)))) + ((8.118656760620277e-4) * (Cos(((x4)^(0)) * ((x3)^(1)))))))))) / ((1.0) + (((-2.2831571320272026e-2) * (Tanh((((x2)^(-1)) * ((x0)^(-1))) * ((x4)^(-1))))) + (((7.14589608749646e-5) * (Id(((x4)^(-1)) * ((x2)^(1))))) + (((-9.781403283114473e-2) * (Sin(((x4)^(1)) * ((x0)^(0))))) + ((8.135773391716641e-5) * (Cos(((((x0)^(0)) * ((x3)^(1))) * ((x4)^(0))) * ((x2)^(-1))))))))))","[[-42.43979120569801,-5.95295050385615e-4,1.8402791436133992e-3,-33.60872184321,47.235499344733164,8.118656760620277e-4,-2.2831571320272026e-2,7.14589608749646e-5,-9.781403283114473e-2,8.135773391716641e-5]]","np.exp(((-42.43979120569801) + (((-5.95295050385615e-4) * ((((x[:,4])**(1)) * ((x[:,0])**(1))))) + (((1.8402791436133992e-3) * (np.sin((x[:,2])**(1)))) + (((-33.60872184321) * (((((x[:,2])**(-1)) * ((x[:,0])**(-1))) * ((x[:,3])**(-1))))) + (((47.235499344733164) * (np.cos((x[:,3])**(-1)))) + ((8.118656760620277e-4) * (np.cos(((x[:,4])**(0)) * ((x[:,3])**(1)))))))))) / ((1.0) + (((-2.2831571320272026e-2) * (np.tanh((((x[:,2])**(-1)) * ((x[:,0])**(-1))) * ((x[:,4])**(-1))))) + (((7.14589608749646e-5) * ((((x[:,4])**(-1)) * ((x[:,2])**(1))))) + (((-9.781403283114473e-2) * (np.sin(((x[:,4])**(1)) * ((x[:,0])**(0))))) + ((8.135773391716641e-5) * (np.cos(((((x[:,0])**(0)) * ((x[:,3])**(1))) * ((x[:,4])**(0))) * ((x[:,2])**(-1))))))))))"
"Id((-11731.404107892562) + (((1773983.8012424144) * (Cos(((((x2)^(-1)) * ((x0)^(-1))) * ((x3)^(-1))) * ((x1)^(0))))) + (((-32.29135075833283) * (Id(((x2)^(1)) * ((x0)^(0))))) + (((-334.4099704157464) * (Exp(((((x4)^(1)) * ((x3)^(0))) * ((x0)^(0))) * ((x2)^(0))))) + (((-31889.2633369391) * (Exp((x1)^(0)))) + (((-1675095.1045468464) * (Cos((((x1)^(1)) * ((x0)^(-1))) * ((x3)^(-1))))) + (((1551.008059800448) * (Tanh(((((x3)^(0)) * ((x0)^(-1))) * ((x2)^(1))) * ((x1)^(1))))) + (((-185.16555032610773) * (Id(((x0)^(0)) * ((x3)^(-1))))) + (((-3.73416710867196e-2) * (Sin((((((x3)^(1)) * ((x1)^(0))) * ((x2)^(1))) * ((x4)^(-1))) * ((x0)^(-1))))) + (((-1.0125627493948206e-3) * (Id((x0)^(1)))) + ((-2.640608217997753e-2) * (Sin((((((x3)^(0)) * ((x1)^(1))) * ((x4)^(-1))) * ((x0)^(0))) * ((x2)^(-1)))))))))))))))","[[-11731.404107892562,1773983.8012424144,-32.29135075833283,-334.4099704157464,-31889.2633369391,-1675095.1045468464,1551.008059800448,-185.16555032610773,-3.73416710867196e-2,-1.0125627493948206e-3,-2.640608217997753e-2]]","((-11731.404107892562) + (((1773983.8012424144) * (np.cos(((((x[:,2])**(-1)) * ((x[:,0])**(-1))) * ((x[:,3])**(-1))) * ((x[:,1])**(0))))) + (((-32.29135075833283) * ((((x[:,2])**(1)) * ((x[:,0])**(0))))) + (((-334.4099704157464) * (np.exp(((((x[:,4])**(1)) * ((x[:,3])**(0))) * ((x[:,0])**(0))) * ((x[:,2])**(0))))) + (((-31889.2633369391) * (np.exp((x[:,1])**(0)))) + (((-1675095.1045468464) * (np.cos((((x[:,1])**(1)) * ((x[:,0])**(-1))) * ((x[:,3])**(-1))))) + (((1551.008059800448) * (np.tanh(((((x[:,3])**(0)) * ((x[:,0])**(-1))) * ((x[:,2])**(1))) * ((x[:,1])**(1))))) + (((-185.16555032610773) * ((((x[:,0])**(0)) * ((x[:,3])**(-1))))) + (((-3.73416710867196e-2) * (np.sin((((((x[:,3])**(1)) * ((x[:,1])**(0))) * ((x[:,2])**(1))) * ((x[:,4])**(-1))) * ((x[:,0])**(-1))))) + (((-1.0125627493948206e-3) * (((x[:,0])**(1)))) + ((-2.640608217997753e-2) * (np.sin((((((x[:,3])**(0)) * ((x[:,1])**(1))) * ((x[:,4])**(-1))) * ((x[:,0])**(0))) * ((x[:,2])**(-1)))))))))))))))"
